articleid,word,count,word_len,new_word
10828,whiteshirted,1,12,white shirted
10839,redistribution,2,14,redistribution
10860,confiscatory,1,12,conf isca tory
10872,victimisation,1,13,victimisation
10877,profitability,9,13,profitability
10879,categorically,1,13,categorically
10885,enlargedember,1,13,enlarged ember
10901,patentability,3,13,patent ability
10908,stratocaster,2,12,stratocaster
10911,confidentiality,7,15,confidentiality
10913,accommodation,3,13,accommodation
10917,theirfamilies,1,13,their families
10925,casinorelated,1,13,casino related
10939,additionally,1,12,additionally
10978,visualisation,1,13,visualisation
11002,anticoagulant,1,13,anticoagulant
11004,djembadjemba,1,12,djembadjemba
11018,consequently,1,12,consequently
11043,halfmarathon,3,12,half marathon
11076,splitcapital,3,12,split capital
11078,unilaterally,1,12,unilaterally
11087,singaporelisted,2,15,singapore listed
11103,supercomputer,7,13,supercomputer
11128,highdefinition,50,14,high definition
11144,immeasurably,1,12,immeasurably
11161,crosscountry,7,12,crosscountry
11173,bedfordshire,1,12,bedfordshire
11182,crossselling,1,12,cross selling
11184,progovernment,1,13,pro government
11193,breastbaring,1,12,breast baring
11194,programmable,2,12,programmable
11199,turkmenistan,6,12,turkmenistan
11230,threemonthly,1,12,three monthly
11240,intermission,1,12,intermission
11254,representative,33,14,representative
11259,southeastern,1,12,southeastern
11272,preparations,1,12,preparations
11278,welleducated,1,12,well educated
11287,biblethumping,1,13,bible thumping
11292,atomstroieksport,2,16,atomstroiek sport
11308,islamaphobia,1,12,islam a phobia
11341,widereaching,1,12,wide reaching
11373,computerbased,4,13,computer based
11378,windowsbased,4,12,windows based
11423,disciplinary,17,12,disciplinary
11464,demonstrator,1,12,demonstrator
11479,realistically,5,13,realistically
11511,undemocratic,2,12,undemocratic
11517,konstantinos,1,12,konstantino s
11518,identification,7,14,identification
11546,disheartened,1,12,disheartened
11577,spanishlanguage,7,15,spanish language
11598,contradiction,1,13,contradiction
11631,uncomfortable,4,13,uncomfortable
11636,appreciation,3,12,appreciation
11642,unacceptable,17,12,unacceptable
11671,centreforward,1,13,centre forward
11673,monthtomonth,1,12,month to month
11698,deliberately,13,12,deliberately
11726,industrialist,2,13,industrialist
11730,bureaucratism,1,13,bureaucratism
11742,satyanarayana,1,13,satyanarayana
11759,pornographic,6,12,pornographic
11794,progressively,1,13,progressively
11802,vicedirector,1,12,vice director
11811,selfdestruct,1,12,self destruct
11815,multipurpose,1,12,multipurpose
11842,democratgreen,1,13,democrat green
11894,battlegrounds,1,13,battlegrounds
11897,respectableh,1,12,respectable h
11937,rainaffected,1,12,rain affected
11956,journalistic,2,12,journalistic
11972,recreational,2,12,recreational
11988,practicality,1,12,practicality
11998,matchwinning,4,12,match winning
12007,unreasonable,4,12,unreasonable
12078,extraordinary,14,13,extraordinary
12079,welldocumented,2,14,well documented
12093,roguedialling,2,13,rogue dialling
12101,meandzoegate,1,12,meandzoegate
12115,confrontation,6,13,confrontation
12119,glenmorangie,1,12,glenmorangie
12147,spokespeople,1,12,spokespeople
12168,bandsartists,1,12,bands artists
12196,comprehensive,6,13,comprehensive
12201,unreturnable,1,12,unreturnable
12204,chauvinistic,1,12,chauvinistic
12221,nextgeneration,2,14,next generation
12230,bonhamcarter,1,12,bonham carter
12235,dispensation,1,12,dispensation
12236,transparency,8,12,transparency
12261,independence,26,12,independence
12275,stakeholders,1,12,stakeholders
12281,swashbuckling,1,13,swashbuckling
12292,protestation,2,12,protestation
12317,foreignbased,1,12,foreign based
12325,unfavourable,4,12,unfavourable
12331,doubledeckers,1,13,double decker s
12339,neathswansea,4,12,neath swansea
12355,installation,6,12,installation
12385,inadmissible,1,12,inadmissible
12398,vindictively,1,12,vindictively
12410,underestimate,3,13,underestimate
12433,periodically,1,12,periodically
12436,speculatively,1,13,speculative ly
12443,ballymenaborn,1,13,ballymena born
12525,claycourters,1,12,clay courters
12527,minuteeconds,1,12,minute seconds
12564,areconsulting,1,13,are consulting
12574,authoritarian,2,13,authoritarian
12601,wellpolished,1,12,well polished
12606,johannesburg,1,12,johannesburg
12609,statisticians,1,13,statisticians
12611,coproduction,8,12,co production
12614,hitzlsperger,3,12,hitzlsperger
12644,energysapping,1,13,energy sapping
12646,newportgwent,1,12,newport gwent
12650,electronically,4,14,electronically
12651,sittingbourne,1,13,sitting bourne
12663,babyshambles,4,12,babyshambles
12683,extraordinarily,2,15,extraordinarily
12685,underexposure,2,13,under exposure
12693,particularly,77,12,particularly
12711,locationbased,1,13,location based
12725,unfortunately,16,13,unfortunately
12726,singlehandedly,3,14,single handedly
12762,cinematographer,2,15,cinematographer
12812,singlebedroom,1,13,single bedroom
12821,newlyappointed,2,14,newly appointed
12824,chiropractor,1,12,chiropractor
12837,characteristic,3,14,characteristic
12839,investigated,2,12,investigated
12845,holidaymaker,1,12,holiday maker
12849,recordbusting,1,13,record busting
12869,institutional,2,13,institutional
12881,nanoparticles,1,13,nanoparticles
12882,associations,1,12,associations
12923,vociferously,4,12,vociferously
12927,troublemaker,3,12,troublemaker
12946,amplification,1,13,amplification
12956,undetectable,2,12,undetectable
12969,commercialise,3,13,commercialise
12974,demotivating,1,12,de motivating
12999,bedellsivright,2,14,be dells iv right
13030,wwwarsenalcom,1,13,wwwarsenalcom
13063,apprehension,2,12,apprehension
13092,autobiographical,2,16,auto biographical
13094,businessbased,4,13,business based
13105,christianity,1,12,christianity
13108,distribution,34,12,distribution
13113,sarbanesoxley,2,13,sarbanesoxley
13129,vulnerability,8,13,vulnerability
13144,frankenheimer,2,13,frankenheimer
13153,discriminatory,5,14,discriminatory
13154,invincibility,1,13,invincibility
13158,nongovernment,1,13,non government
13167,antisemitism,3,12,antisemitism
13204,nonforprofit,1,12,non for profit
13240,quicklytaken,1,12,quickly taken
13253,magnificently,2,13,magnificently
13273,environments,1,12,environments
13300,incompetence,1,12,incompetence
13301,threequarters,5,13,three quarters
13314,antiblogging,1,12,anti blogging
13321,interoperability,2,16,inter operability
13343,environmental,35,13,environmental
13396,downshifting,1,12,down shifting
13432,multifunction,1,13,multifunction
13457,dispossessed,1,12,dispossessed
13491,phenomenally,3,12,phenomenally
13495,energetically,1,13,energetically
13521,dressingroom,4,12,dressing room
13527,prechristmas,2,12,pre christmas
13544,inconceivable,1,13,inconceivable
13574,awardwinning,8,12,award winning
13597,fuelefficient,1,13,fuel efficient
13609,prescription,2,12,prescription
13614,effectiveness,6,13,effectiveness
13615,plasterboard,1,12,plasterboard
13641,accomplishment,2,14,accomplishment
13660,krivorizhstal,3,13,krivorizhstal
13671,tuberculosis,2,12,tuberculosis
13678,professionally,3,14,professionally
13702,counterterrorism,2,16,counter terrorism
13766,misrepresent,1,12,misrepresent
13778,compatibility,4,13,compatibility
13784,usregistered,1,12,us registered
13802,welldesigned,1,12,well designed
13805,congressional,4,13,congressional
13811,controversially,4,15,controversially
13863,computergenerated,5,17,computer generated
13870,expletiveladen,2,14,expletive laden
13876,timeshifting,1,12,time shifting
13885,brisbanebased,1,13,brisbane based
13915,respectively,15,12,respectively
13923,international,284,13,international
13924,citizenbased,1,12,citizen based
13931,hairdressing,1,12,hairdressing
13936,overambitious,1,13,overambitious
13983,inappropriate,11,13,inappropriate
14008,restructuing,1,12,restructuing
14028,cashstrapped,2,12,cash strapped
14119,enterprising,2,12,enterprising
14120,whittingdale,1,12,whitting dale
14125,legalisation,4,12,legalisation
14127,constitutional,20,14,constitutional
14150,groundstrokes,1,13,ground strokes
14165,codebreaking,1,12,codebreaking
14174,virginiabased,1,13,virginia based
14181,maledominated,1,13,male dominated
14228,conceptually,1,12,conceptually
14266,manufacturing,26,13,manufacturing
14288,characterize,1,12,characterize
14316,yuganskneftegaz,7,15,yuganskneftegaz
14332,fundamentals,1,12,fundamentals
14342,healthrelated,2,13,health related
14384,keywordbased,1,12,keyword based
14387,antisectarian,1,13,anti sectarian
14394,billingsgate,1,12,billings gate
14402,internazionale,2,14,internazionale
14430,historically,3,12,historically
14455,astronomical,1,12,astronomical
14463,persistently,1,12,persistently
14500,appropriately,4,13,appropriately
14544,guitartoting,1,12,guitar toting
14566,deceleration,1,12,deceleration
14569,advertiserbased,2,15,advertiser based
14597,consultation,15,12,consultation
14603,columbiasony,1,12,columbia sony
14609,underpressure,1,13,under pressure
14613,downconverting,2,14,down converting
14616,internacional,1,13,internacional
14617,nonessential,1,12,nonessential
14629,spokesperson,18,12,spokesperson
14642,insufficient,1,12,insufficient
14650,staffordsmith,1,13,stafford smith
14660,specifically,7,12,specifically
14661,misdirection,1,12,misdirection
14679,communicator,5,12,communicator
14686,unauthorised,4,12,unauthorised
14694,seventhseeded,3,13,seventh seeded
14700,antibacterial,1,13,antibacterial
14705,maximisation,1,12,maxim is ation
14716,cancellation,6,12,cancellation
14721,cyberathlete,1,12,cyberathlete
14739,interference,1,12,interference
14757,surveillance,10,12,surveillance
14761,stereophonics,1,13,stereophonic
14782,transformation,5,14,transformation
14799,philadelphia,4,12,philadelphia
14806,nonexecutive,3,12,non executive
14807,fourthbiggest,2,13,fourth biggest
14836,weidensteiner,1,13,weiden steiner
14837,georgewbushcom,3,14,george w bush com
14843,concentration,9,13,concentration
14877,routeraccess,1,12,router access
14879,impoverished,1,12,impoverished
14886,characterises,1,13,characterises
14927,oscarnominated,14,14,oscar nominated
14938,allenveloping,1,13,all enveloping
14947,quarterfinal,25,12,quarterfinal
14950,centrehalves,1,12,centre halves
14968,restructuren,1,12,restructure
15019,unforeseeable,1,13,unforeseeable
15093,intervention,20,12,intervention
15094,disappointing,21,13,disappointing
15120,unreformable,2,12,un reformable
15121,encouragement,1,13,encouragement
15151,consumercreated,2,15,consumer created
15154,overwhelming,6,12,overwhelming
15165,philippoussis,5,13,philippoussis
15181,personalisation,9,15,personal is ation
15184,nonsolicited,1,12,non solicited
15186,significance,2,12,significance
15247,liverpudlian,1,12,liverpudlian
15337,futurologist,2,12,futurologist
15372,footballplaying,2,15,football playing
15378,blomefontein,1,12,blomefontein
15402,overcrowding,1,12,overcrowding
15406,powersharing,1,12,power sharing
15413,noncommercial,2,13,noncommercial
15450,independently,5,13,independently
15470,lightcoloured,1,13,light coloured
15476,schoolteacher,1,13,schoolteacher
15477,nontechnical,2,12,nontechnical
15478,performanceenhancing,10,20,performance enhancing
15483,straightforward,15,15,straightforward
15494,lichtenstein,3,12,lichtenstein
15498,legallydownloaded,2,17,legally downloaded
15531,conglomerate,1,12,conglomerate
15533,staffordshire,1,13,staffordshire
15572,longstanding,4,12,longstanding
15591,julyseptember,1,13,july september
15622,payperaction,2,12,pay per action
15635,seasonending,3,12,season ending
15637,buttnumbathon,1,13,buttnumbathon
15639,bewilderment,1,12,bewilderment
15647,tranquillity,2,12,tranquillity
15654,accidentally,5,12,accidentally
15684,fundamentally,4,13,fundamentally
15710,disadvantage,10,12,disadvantage
15718,passionately,1,12,passionately
15731,nottoodistant,1,13,not too distant
15737,contraceptive,1,13,contraceptive
15740,charttopping,6,12,chart topping
15742,chancellorno,1,12,chancellor no
15757,defibrillator,2,13,defibrillator
15775,adaptibility,1,12,adaptibility
15786,honeymanscott,1,13,honey man scott
15788,radioactivity,1,13,radioactivity
15794,unsubstantiated,4,15,unsubstantiated
15803,manufacturer,33,12,manufacturer
15812,nottinghamshire,2,15,nottinghamshire
15821,underachievement,2,16,under achievement
15849,increasingly,53,12,increasingly
15885,breakthrough,21,12,breakthrough
15897,competitiveness,8,15,competitiveness
15909,biotechnology,1,13,biotechnology
15919,markovadolin,1,12,markovadolin
15928,congratulation,6,14,congratulation
15968,irresponsibility,2,16,irresponsibility
15981,interrogator,1,12,interrogator
15990,foreknowledge,1,13,foreknowledge
15993,inflammatory,1,12,inflammatory
16001,simpsondaniel,1,13,simpson daniel
16029,antiphishing,1,12,anti phishing
16063,jacksonville,2,12,jacksonville
16071,actordirector,1,13,actor director
16077,herefordshire,1,13,herefordshire
16088,musicalcomedy,2,13,musical comedy
16108,oscarwinning,10,12,oscar winning
16113,codecracking,2,12,code cracking
16120,unsustainable,2,13,unsustainable
16129,crimefighting,1,13,crime fighting
16131,unattractive,1,12,unattractive
16161,exportdriven,2,12,export driven
16187,schizophrenic,2,13,schizophrenic
16189,wholehearted,1,12,wholehearted
16214,counterclaim,1,12,counterclaim
16244,compensation,28,12,compensation
16245,underwhelming,1,13,under whelming
16257,britishbacked,1,13,british backed
16286,liechtenstein,1,13,liechtenstein
16328,modernisation,2,13,modernisation
16329,littlefeather,1,13,little feather
16369,transparently,1,13,transparently
16382,congratulate,6,12,congratulate
16383,screensavers,1,12,screen savers
16389,antagonistic,1,12,antagonistic
16397,uncompromising,2,14,uncompromising
16399,concurrently,1,12,concurrently
16409,verification,1,12,verification
16424,middlesbrough,17,13,middlesbrough
16439,commoditising,2,13,commoditise
16441,lowerskilled,1,12,lower skilled
16456,involvedthey,1,12,involved they
16457,diarywriting,2,12,diary writing
16469,rugbytackled,1,12,rugby tackled
16480,repossession,2,12,repossession
16502,restructuring,8,13,restructuring
16512,quantitative,1,12,quantitative
16538,inexperienced,3,13,inexperienced
16566,contemplates,1,12,contemplates
16585,collectively,1,12,collectively
16608,reinvigorate,1,12,reinvigorate
16681,reengineered,1,12,re engineered
16703,circumstance,12,12,circumstance
16723,revolutionise,8,13,revolutionise
16728,gamesondemand,1,13,games on demand
16732,sixthhighest,1,12,sixth highest
16785,publicsector,1,12,public sector
16834,investigator,5,12,investigator
16845,threecornered,1,13,three cornered
16861,traditionalm,1,12,traditional
16910,expropriation,1,13,expropriation
16942,determination,17,13,determination
16953,collisiondetection,2,18,collision detection
16956,unfavourably,1,12,un favourably
16963,conservatives,14,13,conservatives
16987,implantation,1,12,implantation
16995,usefulpopular,1,13,useful popular
17011,confidential,26,12,confidential
17030,protectionism,1,13,protectionism
17044,latenovember,1,12,late november
17120,impressionist,1,13,impressionist
17144,relationship,60,12,relationship
17165,dependability,1,13,dependability
17182,effortlessly,1,12,effortlessly
17190,selfdiagnosis,2,13,self diagnosis
17222,introspective,1,13,introspective
17252,lifethreatening,3,15,life threatening
17257,privatisation,9,13,privatisation
17259,disillusioned,1,13,disillusioned
17265,parliamentarian,2,15,parliamentarian
17270,satisfactory,2,12,satisfactory
17275,exploitation,2,12,exploitation
17280,comparatively,2,13,comparatively
17281,geographical,2,12,geographical
17288,uncooperative,2,13,uncooperative
17297,selfdelusion,1,12,self delusion
17305,miscarriages,1,12,miscarriages
17317,spontaneously,1,13,spontaneously
17330,provisionally,3,13,provisionally
17367,pronouncement,2,13,pronouncement
17372,insurrection,1,12,insurrection
17374,authenticorp,2,12,authentic or p
17389,uninterested,1,12,uninterested
17407,interrogated,1,12,interrogated
17423,preferential,1,12,preferential
17433,capitalisation,3,14,capitalisation
17437,investigative,1,13,investigative
17452,congressionallymandated,2,23,congressionally mandated
17475,exceptionally,1,13,exceptionally
17484,majorityowned,1,13,majority owned
17487,highresolution,3,14,high resolution
17491,telecommunication,21,17,telecommunication
17518,prizefighter,2,12,prizefighter
17524,messageboard,1,12,message board
17530,fourthlargest,4,13,fourth largest
17537,admissibility,1,13,admissibility
17549,disintegrate,1,12,disintegrate
17551,impressively,3,12,impressively
17575,irelandbased,1,12,ireland based
17598,connectivity,6,12,connectivity
17605,optinrealbig,6,12,optinrealbig
17650,highcapacity,4,12,high capacity
17659,gueststarred,1,12,guest starred
17683,discriminate,7,12,discriminate
17684,biggestselling,2,14,biggest selling
17702,conciliatory,1,12,conciliatory
17703,noncelebrity,1,12,non celebrity
17706,sidescrolling,2,13,sidescrolling
17732,killamangiro,1,12,killamangiro
17763,purification,1,12,purification
17796,commemoration,3,13,commemoration
17800,environmentally,2,15,environmentally
17801,muzaffarabad,1,12,muzaffarabad
17806,doorstepping,1,12,door stepping
17839,unemployment,47,12,unemployment
17852,kimberlyclark,1,13,kimberly clark
17869,commercially,5,12,commercially
17884,jacksonstyle,1,12,jackson style
17905,considerably,8,12,considerably
17916,mindnumbingly,1,13,mind numbingly
17929,buckinghamshire,2,15,buckinghamshire
17934,individually,8,12,individually
17978,organisations,1,13,organisations
17988,spanishspeaking,6,15,spanish speaking
18005,contaminationfree,2,17,contamination free
18011,intelligently,1,13,intelligently
18038,sweetnatured,1,12,sweet natured
18047,braincontrol,1,12,brain control
18055,discriminated,1,13,discriminated
18095,pronunciation,1,13,pronunciation
18116,modification,1,12,modification
18131,mediumtolong,1,12,medium to long
18137,votecatching,1,12,vote catching
18157,inconspicuous,1,13,inconspicuous
18161,allconsuming,1,12,all consuming
18168,counterattack,2,13,counterattack
18188,unnecessarily,2,13,unnecessarily
18193,printordering,1,13,print ordering
18198,selfobsessed,1,12,self obsessed
18199,lincolnshire,1,12,lincolnshire
18206,screenfilling,1,13,screen filling
18212,outofcompetition,2,16,out of competition
18217,systematically,3,14,systematically
18219,muchanticipated,5,15,much anticipated
18232,capabilities,1,12,capabilities
18235,representation,6,14,representation
18251,doublefaults,3,12,double faults
18278,technologydominated,3,19,technology dominated
18291,antimusharraf,1,13,anti musharraf
18316,environmentalist,2,16,environmentalist
18327,acceleration,1,12,acceleration
18339,classification,2,14,classification
18346,inadvertently,7,13,inadvertently
18349,editorinchief,1,13,editor in chief
18358,unstructured,1,12,unstructured
18364,crosslicense,1,12,cross license
18371,characterise,2,12,characterise
18406,leicestershire,4,14,leicestershire
18408,consideration,11,13,consideration
18438,recognisable,1,12,recognisable
18445,multilateral,2,12,multilateral
18450,electrically,1,12,electrically
18453,sufficiently,4,12,sufficiently
18461,consecutively,1,13,consecutively
18467,sarcastically,2,13,sarcastically
18484,decapitation,1,12,decapitation
18513,longarranged,1,12,long arranged
18521,storytelling,1,12,storytelling
18530,fastestrising,1,13,fastest rising
18542,benchmarking,1,12,benchmarking
18544,silverbooted,1,12,silver booted
18546,constellation,1,13,constellation
18570,thoughtfully,1,12,thoughtfully
18595,significantlyimproved,2,21,significantly improved
18606,bestdesigned,1,12,best designed
18607,chancayhuaral,2,13,chancayhuaral
18621,unexpectedly,2,12,unexpectedly
18637,supercasinos,4,12,supercasino
18648,troubleshoot,1,12,troubleshoot
18684,nontraditional,3,14,non traditional
18689,moneyspinning,2,13,money spinning
18693,solicitation,3,12,solicitation
18711,newlyfounded,1,12,newly founded
18714,redevelopment,1,13,redevelopment
18719,flamethrower,1,12,flamethrower
18727,terabytesize,1,12,terabyte size
18758,titlewinning,1,12,title winning
18799,incrediblelike,3,14,incredible like
18804,moneyspinner,1,12,money spinner
18810,manofthematch,1,13,man of the match
18827,disproportionate,6,16,disproportionate
18847,reinstatement,2,13,reinstatement
18877,enthusiastically,2,16,enthusiastically
18884,reintegration,1,13,reintegration
18891,teleservices,1,12,tele services
18904,battleground,3,12,battleground
18933,inspirational,3,13,inspirational
18934,hillsborough,3,12,hillsborough
18940,bloomingdale,2,12,blooming dale
18942,hereditaries,2,12,her edit aries
18949,secondstring,3,12,second string
18995,babyshamblers,1,13,baby shamblers
19012,longestserving,3,14,longest serving
19014,unregistered,1,12,unregistered
19023,showbusiness,2,12,show business
19038,antiislamism,1,12,anti islamism
19043,transmission,8,12,transmission
19051,sophisticate,7,12,sophisticate
19055,indiapakistan,1,13,india pakistan
19059,quarterpoint,1,12,quarter point
19061,careerthreatening,2,17,career threatening
19079,reunification,1,13,reunification
19106,righteousness,2,13,righteousness
19150,alternatively,1,13,alternatively
19174,euroscepticism,2,14,euroscepticism
19180,palestinians,1,12,palestinians
19189,deterioration,4,13,deterioration
19194,accountability,6,14,accountability
19195,unfulfilling,2,12,un fulfilling
19199,handanimated,1,12,hand animated
19204,beneficiaries,1,13,beneficiaries
19212,renationalise,2,13,re nationalise
19228,daimlerchrysler,12,15,daimlerchrysler
19262,worstaffected,2,13,worst affected
19265,quickthinking,1,13,quick thinking
19266,indiscretion,1,12,indiscretion
19281,governmental,2,12,governmental
19311,agrochemical,1,12,a gro chemical
19336,sixkilometre,1,12,six kilometre
19356,scandinavian,2,12,scandinavian
19371,embezzlement,1,12,embezzlement
19372,shevardnadze,4,12,shevardnadze
19381,policymakers,3,12,policy makers
19385,downloadable,8,12,downloadable
19389,contemporary,9,12,contemporary
19405,washingtonbased,2,15,washington based
19409,regurgitation,1,13,regurgitation
19449,screenwriter,4,12,screenwriter
19487,aggressively,7,12,aggressively
19499,consultative,1,12,consultative
19513,documentation,2,13,documentation
19539,propertybased,1,13,property based
19548,suspiciously,2,12,suspiciously
19557,antieuropean,1,12,anti european
19563,qualitatively,1,13,qualitatively
19564,tripledecker,1,12,triple decker
19576,semifinalist,1,12,semifinalist
19577,higherquality,1,13,higher quality
19587,chairmanship,2,12,chairmanship
19588,gloucestershire,2,15,gloucestershire
19646,josephdesire,1,12,joseph desire
19668,fayetteville,1,12,fayetteville
19672,postconflict,1,12,post conflict
19689,dissatisfied,1,12,dissatisfied
19696,exgirlfriend,2,12,ex girlfriend
19717,musicologist,1,12,musicologist
19735,successfully,14,12,successfully
19757,denialofservice,2,15,denial of service
19783,gamebreakers,1,12,game breakers
19785,interoperable,2,13,interoperable
19791,differential,2,12,differential
19792,mercedesbenz,3,12,mercedes benz
19823,longrumoured,1,12,long rumoured
19840,valuecreating,1,13,value creating
19850,seasonleading,1,13,season leading
19875,secondplaced,2,12,second placed
19877,cannabisbased,1,13,cannabis based
19881,doublefaulted,1,13,double faulted
19911,intermediate,2,12,intermediate
19914,fifthlargest,1,12,fifth largest
19925,uncontrolled,2,12,uncontrolled
19959,manslaughter,3,12,manslaughter
19993,considerable,7,12,considerable
19997,redistribute,1,12,redistribute
20020,petrochemical,1,13,petrochemical
20044,surroundsound,1,13,surround sound
20068,notification,1,12,notification
20075,vicepresident,7,13,vicepresident
20077,headquarters,19,12,headquarters
20105,lackadaisical,1,13,lackadaisical
20116,rediscovered,1,12,rediscovered
20129,lookingglass,1,12,looking glass
20130,acknowledged,1,12,acknowledged
20131,childishness,1,12,childishness
20149,implementation,6,14,implementation
20154,intentionally,2,13,intentionally
20156,championships,9,13,championships
20163,minimanifesto,1,13,mini manifesto
20175,internationally,10,15,internationally
20178,cinematography,4,14,cinematography
20193,inconsistency,1,13,inconsistency
20194,stereotypical,3,13,stereotypical
20222,swaminarayan,1,12,swami narayan
20240,semiconductor,1,13,semiconductor
20258,underpinning,1,12,underpinning
20314,unintentional,3,13,unintentional
20321,missionairies,1,13,missionairies
20331,correspondent,34,13,correspondent
20353,knowledgeable,1,13,knowledgeable
20363,montrealbased,1,13,montreal based
20395,disagreement,4,12,disagreement
20397,jurisdiction,13,12,jurisdiction
20428,reconstructed,2,13,reconstructed
20451,overemphasise,1,13,over emphasise
20479,moneyearning,1,12,money earning
20487,doubleheader,1,12,doubleheader
20488,misunderstood,3,13,misunderstood
20493,wigglesworth,2,12,wiggles worth
20512,peterborough,2,12,peterborough
20517,aberdeenbased,1,13,aberdeen based
20558,communication,48,13,communication
20602,rollercoaster,2,13,rollercoaster
20610,deregulation,4,12,deregulation
20619,organization,4,12,organization
20632,frontrunners,3,12,frontrunners
20651,radioenabled,1,12,radio enabled
20653,stringfellow,2,12,stringfellow
20654,justification,1,13,justification
20657,experimental,4,12,experimental
20680,threeminutes,1,12,three minutes
20682,papadoyiannakis,2,15,papadoyiannakis
20683,stollenmayer,1,12,stollen mayer
20761,economically,4,12,economically
20763,firstquarter,1,12,first quarter
20774,unidentified,2,12,unidentified
20808,renfrewshire,1,12,renfrewshire
20809,fastspreading,1,13,fast spreading
20831,metropolitan,11,12,metropolitan
20832,sonyericsson,2,12,sony ericsson
20846,contraception,3,13,contraception
20857,unconditional,3,13,unconditional
20880,englishspeaking,5,15,english speaking
20882,approximation,1,13,approximation
20890,nonpermanent,1,12,non permanent
20907,overreliance,1,12,over reliance
20939,panagopoulos,1,12,panagopoulos